id;bearer;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
835;werewolf;What are you doing here?;Burada ne yapıyorsunuz?;Qu'est ce que vous faites ici ?;¿Qué estáis haciendo aquí?;陛下、ここで何をされているのです？;이런 곳에 어쩐 일이신가요?;你在这做什么呢？;你在這做什麼呢？;Was macht Ihr hier?;Что вы здесь делаете?;Cosa fate qui?;O que você está fazendo aqui?;Passing by...;Yoldan geçiyordum...;Je ne fais que passer;Solo estoy de paso;通りがかっただけだ…;지나가던 길이었네만...;路过……;路過……;Bin schon wieder weg;Да так, мимо проходил…;Sono solo di passaggio…;Estava só de passagem...;;;;;;;;;;;;;I'm going to...;Yapacaklarım...;Je vais...;Voy a...;すまぬが、この店を…;그게...;我将要去……;我將要去……;Ich werde ...;Я собираюсь…;Sto andando a…;Estou indo para...;;;;;;;;;;;;;
836;parker;You like this place? I invested in it. So many weird delinquents with animal masks.;Burayı sevdiniz mi? Ben yatırım yaptım. Hayvan maskesi takan pek çok tuhaf suçlu.;Cet endroit vous plaît ? J'y ai investi de l'argent. Vous avez vu tous ces drôles de délinquants aux visages masqués ?;¿Acaso os gusta este sitio? He invertido dinero en él. ¿Habéis visto la cantidad de delincuentes enmascarados que pululan por aquí?;この店が気に入ったかね？わしが投資したんだ。+獣の仮面をつけた怪しい連中が、+わんさと集まるぞ。;이 장소가 마음에 드시나요? 제가 투자한 곳이에요. 동물 가면을 쓴 기괴한 범죄자들이 잔뜩 있죠.;你喜欢这里吗？是我投资的。+这里有太多戴着动物面具，+奇奇怪怪的法外之徒出没了。;你喜歡這裏嗎？是我投資的。+這裏有太多戴著動物面具，+奇奇怪怪的法外之徒出沒了。;Gefällt Euch der Laden? Ich habe in ihn investiert. So viele schräge Vögel mit Tiermasken.;Как вам тут, нравится? Я вложил деньги в это место. Столько странного хулиганья в звериных масках.;Vi piace questo posto? Ci ho investito. Un sacco di bizzarri delinquenti con maschere animalesche.;Gostou do lugar? Eu investi nele. É cheio de delinquentes esquisitos com máscaras de animais.;What...;Ne...;Qu'est-ce que...;¿Cómo que...;なんだと…;뭐라...!;什么...;什麼...;Was ...;Что…;Cosa…;O quê...;;;;;;;;;;;;;You...;Sen...;Vous...;Tú...;また、そなたか…;네 이놈...;你……;你……;Ihr ...;Ты…;Tu…;Você...;;;;;;;;;;;;;
837;general;La vita è roôoosa <i>(dancing wildly...)</i>;La vita è roôoosa <i>(çılgınca dans ediyor...)</i>;La vita è roôoosa <i>(danse frénétiquement...)</i>;La vita è roôoosa <i>(baila frenéticamente...)</i>;はぁ～、人生バラ色～♪+<i>（将軍は、われを忘れたように+踊りくるっている）</i>;라 비타 에 로오오오오사~ <i>(열심히 춤을 추고 있습니다...)</i>;蔷薇色的人生哟~+La vita è roôoosa+ <i>（充满野性地跳着舞）</i>;薔薇色的人生喲~+La vita è roôoosa+ <i>（充滿野性地跳著舞）</i>;La vita è roôoosa <i>(tanzt wild umher ...)</i>;La vita è roôoosa <i>(пускается в дикий пляс)</i>;La vita è roôoosa <i>(danza forsennatamente...)</i>;La vita è roôoosa <i>(dançando loucamente...)</i>;Well...;Eh...;Eh bien...;Y bien...;うーむ…;흠...;好吧……;好吧……;Nun ...;Ну…;Beh…;Bem...;;;;;;;;;;;;;Ho...;Ho...;Ho...;Ho...;ほう…;호...;呵……;呵……;Ho...;Хо…;Oh…;Ha...;;;;;;;;;;;;;
838;nun;Hu... This is not me, I'm not here.;Ay... Bu ben değilim, ben burada değilim.;Heu... Non, vous faites erreur, ce n'est pas moi qui suis ici.;Uy... No, os equivocáis, éste no soy yo, no estoy aquí.;こっ…これは…本来の私ではありませんッ！+私、どうかしてしまったのです！;어... 제가 아니에요. 전 여기 없는 거라고요.;呼……这不是我，我没在这。;呼……這不是我，我沒在這。;Hu... Das bin nicht ich, ich bin gar nicht hier.;Хо… Это не я. Меня здесь нет.;Uh… Non sono io, non potrei mai essere qui.;Ahn... Não sou eu, eu não estou aqui.;Dance with me!;Benimle dans edin!;Dansez avec moi !;¡Bailad conmigo!;余と踊れ！;나와 춤추도록!;与我共舞！;與我共舞！;Tanzt mit mir!;Потанцуй со мной!;Danzate con me!;Dance comigo!;;;;;;;;;;;;;Nooooo...;Hayır...;Nooooon...;Noooooo...;そんな…;무슨 말도 안 되는 소리를 하는가...;不不不……;不不不……;Neeeeein ...;Не-е-ет…;Nooooo…;Nãããão...;;;;;;;;;;;;;
839;priest;Enough your majesty! You need to close this stinky hole!;Bu kadar yeter, majesteleri! Bu kokuşmuş çöplüğü kapatmalısınız!;C'en est trop, Sire ! Vous devez impérativement fermer ce trou à rats !;¡Basta Su Majestad! ¡Debéis cerrar este tugurio inmediatamente!;陛下！これはとても看過できませぬぞ！+こんなけがらわしい店は、+すぐにやめさせるのです！;이제 충분합니다 폐하! 어서 이 더러운 곳을 폐쇄해야 합니다!;够了陛下！+你需要关上这散发着恶臭的洞子！;夠了陛下！+你需要關上這散發著惡臭的洞子！;Genug, Majestät! Ihr müsst dieses stinkende Loch schließen!;Ваше величество, хватит это терпеть! Вы должны закрыть эту зловонную дыру!;Basta così, Vostra Maestà! Dovete chiudere questo buco puzzolente!;Já chega, vossa majestade! O senhor precisa fechar este buraco hediondo!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840;nobleman;There's been a robbery! The treasure has been attacked by a bold gang.;Bir soygun oldu! Hazineye gözüpek bir çete saldırdı.;Au voleur ! Des bandits ont volé le trésor !;¡Al ladrón! ¡Los bandidos han robado el Tesoro!;陛下、国庫が強盗に襲われました！+厚かましい悪党どものしわざです！;강도가 들었습니다! 대담한 갱단이 보물을 훔쳐갔습니다!;发生了一起劫案！+宝藏被一伙胆大包天的歹徒抢走了。;發生了一起劫案！+寶藏被一夥膽大包天的歹徒搶走了。;Ihr seid beraubt worden! Eine kühne Bande hat die Schatzkammer angegriffen.;Произошло ограбление! Какая-то наглая банда вторглась в сокровищницу!;C'è stata una rapina! Il tesoro è stato attaccato da una banda spudorata.;Houve um roubo! O tesouro foi atacado por uma gangue ousada.;;;;;;;;;;;;;;;;;;;;;;;;;Friends of yours?;Dostların mı?;Des amis à vous ?;¿Amigos vuestros?;それは、そなたの仲間か？;혹시 자네의 친구인가?;是你的朋友吗?;是你的朋友嗎?;Freunde von Euch?;Твои друзья?;Amici vostri?;Amigos seus?;<i><nobleman> defended himself vehemently. In the end he told you about his accomplices and you found half the treasure.</i>;<i><nobleman> kendisini şiddetle savundu. Nihayetinde size suç ortaklarından bahsetti ve hazinenin yarısını bulabildiniz.</i>;<i><nobleman> nie avec ardeur. Il finit par livrer ses complices et vous récupérez la moitié du trésor.</i>;<i><nobleman> se defiende ardientemente. Al final acaba revelando los nombres de sus cómplices y conseguís recuperar la mitad del tesoro.</i>;<i><nobleman>は必死に否定したが、+ついには口を割り、+共犯者たちについて明かした。+王は、盗まれた国庫の金の+半分を取り返した。</i>;<i><nobleman>은(는) 열심히 자신을 변호했습니다. 하지만 결국 그는 당신에게 공범자의 정보를 불었고, 보물의 절반을 되찾아낼 수 있었습니다.</i>;<i><nobleman>为自己激烈辩护，+最后他告诉你他的同伙和你发现了一半的财富。</i>;<i><nobleman>為自己激烈辯護，+最後他告訴你他的同夥和你發現了一半的財富。</i>;<i><nobleman> streitet es vehement ab, letztlich verrät er seine Komplizen jedoch und Ihr findet die Hälfte der Beute.</i>;<i><nobleman> яростно отстаивал свою честь. В конце концов, он рассказал о своих сообщниках, и вам удалось найти половину сокровищ.</i>;<i><nobleman> si difende in modo veemente. Alla fine vi rivela i nomi dei suoi complici e trovate la metà del tesoro.</i>;<i><nobleman> se defendeu com veemência. No final, ele contou sobre os cúmplices dele, e você encontrou metade do tesouro.</i>;
841;explorator;During my travels I found an elephant!;Seyahatlerimde karşıma bir fil çıktı!;Je suis revenu de mes voyages avec un éléphant !;¡He vuelto de vacaciones con un elefante!;陛下！旅の途中で、ゾウを捕獲いたしました！;여행 중에 코끼리를 발견했습니다!;我在旅途中发现了一头大象！;我在旅途中發現了一頭大象！;Auf meinen Reisen habe ich einen Elefanten gefunden!;Во время моих странствий я встретил слона!;Nei miei viaggi ho trovato un elefante!;Eu achei um elefante durante minhas viagens!;Show me!;Göster bakalım!;Montrez-le moi !;¡Enseñádmelo!;見せてみよ！;보여다오!;给我看！;給我看！;Zeigt ihn mir!;Покажи!;Mostratemelo!;Mostre-me!;;;;;;;;;;;;;I don't believe you;Sana inanmıyorum;Je ne vous crois pas;No os creo;怪しいな…;거짓말 말게나;我不相信你;我不相信你;Ich glaube Euch nicht;Я тебе не верю;Non vi credo;Não acredito em você;;;;;;;;;;;;;
842;dragon;Shhh... <i>(breathing fire)</i>;Şşş... <i>(ateş püskürür)</i>;Shhh... <i>(crache du feu)</i>;Shhh... <i>(escupe fuego)</i>;ブオオォォォ！+<i>（獣は火を吹いた）</i>;쉬이이이… <i>(불을 내뿜으며)</i>;嘘……+<i>（喷火中）</i>;噓……+<i>（噴火中）</i>;Chhh ... <i>(speit Feuer)</i>;Ш-ш-ш… <i>(выдыхает огонь)</i>;Shhh...<i>(sputando fuoco)</i>;Shhh... <i>(cuspindo fogo)</i>;Haaa!;Ah!;Haaa !;¡Aha!;！！;하아아!;哈！;哈！;Haaa!;А-а-а!;Haaa!;Haaa!;;;;;;;;;;;;;It's not an elephant;Fil değil bu;Ce n'est pas un éléphant;Éso no es un elefante;これはゾウではない;이것은 코끼리가 아니다만;这不是一只大象;這不是一只大象;Das ist kein Elefant;Это не слон;Non è un elefante;Não é um elefante;;;;;;;;;;;;;
843;explorator;A dragon? Ha ha, you're kidding me. Dragons don't exist.;Ejderha mı? Ha ha ha, şaka yapıyorsunuz. Ejderha diye bir şey yoktur.;Un dragon ? Ha ha, vous plaisantez ! Les dragons n'existent pas.;¿Un dragón? ¡Ja, ja, estáis de broma! Los dragones no existen.;ドラゴンですと？+ハハハ、ご冗談を。+そんなものは実在いたしません。;용이요? 하하, 농담하시는 거죠? 용은 상상 속의 생물이라고요.;一条龙？+哈哈，你在开玩笑吧。+龙这种生物是不存在的。;一條龍？+哈哈，你在開玩笑吧。+龍這種生物是不存在的。;Ein Drache? Haha, Ihr beliebt zu scherzen. Drachen gibt es gar nicht.;Дракон? Ха-ха, вы, должно быть, шутите. Драконов не существует.;Un drago? Ah ah ah, vi prendete gioco di me. I draghi non esistono.;Um dragão? Haha, você deve estar brincando. Dragões não existem.;Sure...;Tabi...;Bien entendu;Por supuesto...;フン…;그렇다만...;当然……;當然……;Richtig ...;Ну да, конечно…;Certo…;Claro...;<i>Everyone pretended the dragon was an elephant. You finally managed to get rid of it by selling it to a nomadic circus.</i>;<i>Herkes ejderha bir filmiş gibi davrandı. Nihayetinde ejderhayı göçebe bir sirke satarak kurtulmayı başardınız.</i>;<i>Tous font comme si le dragon était un éléphant. Vous parvenez finalement à vous en débarrasser en le vendant à un cirque ambulant.</i>;<i>Todos actúan como si el dragón fuese un elefante. Al final conseguís deshaceros de él vendiéndolo a un circo ambulante.</i>;<i>宮中の者は皆、そのドラゴンが+ゾウだと信じているふりをした。+その後、王はこの「ゾウ」を+旅のサーカス団に売り飛ばし、+なんとか手放すことができた。</i>;<i>다들 용은 코끼리였다고 여겼습니다. 당신은 끝내 "코끼리"를 유목민 서커스단에 팔아 처리할 수 있었습니다.</i>;<i>（每个人都假装这头龙是一只大象。+你最终把它卖给了流动马戏团，才摆脱了它。）</i>;<i>（每個人都假裝這頭龍是一只大象。+你最終把它賣給了流動馬戲團，才擺脫了它。）</i>;<i>Alle tun so, als sei der Drache ein Elefant. Schließlich werdet Ihr ihn los, indem Ihr ihn einem Wanderzirkus verkauft.</i>;<i>Все сделали вид, что дракон ― это слон. В конце концов, вам удалось избавиться от него, продав бродячему цирку.</i>;<i>Tutti facevano finta che il drago fosse un elefante. Finalmente riuscite a liberarvene vendendolo a un circo itinerante.</i>;<i>Todos fingiram que o dragão era um elefante. Você finalmente conseguiu se livrar dele, vendendo-o para um circo itinerante.</i>;This one does;Bu kez var;Celui-ci existe pourtant;Pues éste sí existe;いや、これはドラゴンだ;용이라네;这个呢;這個呢;Diesen hier schon;Вот этот ― так вполне;Questo sì;Este existe;<i>The unmasked "elephant" destroyed a large part of the castle before escaping.</i>;<i>Maskesi düşen "fil" kaçmadan önce kalenin büyük bir kısmını yok etti.</i>;<i> L' "éléphant" démasqué finit par s'enfuir, non sans avoir détruit une bonne partie du château.</i>;<i> El "elefante" desenmascarado acaba huyendo, no sin antes destruir buena parte del castillo.</i>;<i>正体を暴かれた「ゾウ」は、+城の大部分を破壊して逃げていった。</i>;<i>속박이 풀린 "코끼리"가 도주하기 전에 난동을 부려 성에 엄청난 피해를 입혔습니다.</i>;<i>在逃跑前出现的“大象”+摧毁了城堡的大部分。</i>;<i>在逃跑前出現的“大象”+摧毀了城堡的大部分。</i>;<i>Der enttarnte "Elefant" zerstört einen großen Teil der Burg und flieht.</i>;<i>Разоблаченный «слон» разворотил изрядную часть замка и скрылся.</i>;<i>L'"elefante" smascherato ha distrutto buona parte del castello prima di scappare.</i>;<i>O "elefante" desmascarado destruiu uma grande parte do castelo antes de fugir.</i>;
844;prophet;You're a miscreant spitting in the face of God! Your priests are a sorry band of pagans! <i>(blinking heavily)</i>;Siz Tanrı'nın yüzüne tüküren bir zalimsiniz! Rahipleriniz acınası birtakım putperestler!<i>(durmadan göz açıp kapatıyor)</i>;Vous crachez à la face de Dieu ! Vos prêtres ne sont que d'immondes païens ! <i>(clignant sans cesse des yeux)</i>;¡Sois un bribón! ¡Escupiendo a Dios en la cara! ¡Vuestros curas son unos paganos inmundos! <i>(parpadeando constantemente)</i>;お前は神を冒とくする異端者だ！+お前に仕える司祭どもは、+嘆かわしき異教徒どもだ！+<i>（男は、しきりに目をしばたいた）</i>;자네는 신의 얼굴에 침을 뱉는 범법자일세! 자네의 사제들은 불쌍한 이도교 집단이야! <i>(빠르게 눈을 깜빡이고 있다)</i>;你这个胆敢在上帝脸上吐痰的无法之徒！+你的祭司就是一帮可怜的异教徒！+<i>（用力眨眼）</i>;你這個膽敢在上帝臉上吐痰的無法之徒！+你的祭司就是一幫可憐的異教徒！+<i>（用力眨眼）</i>;Ihr seid ein Schurke, der Gott ins Angesicht speit! Eure Priester sind jämmerliche Heiden! <i>(blinzelt heftig)</i>;Ты ― злобный нечестивец, плюющий в лицо Бога! Твои священники — жалкая кучка язычников! <i>(яростно подмигивает)</i>;Miscredente! I vostri sacerdoti sono una dolente accozzaglia di pagani! <i>(sbattendo troppo le palpebre)</i>;Você é um descrente que cospe na cara de Deus! Seus sacerdotes são um bando de pagãos! <i>(piscando forçosamente)</i>;En garde!;Gardını al!;En garde !;¡En guardia!;いざ、勝負！;앙 가르드;预备;預備;En garde;Защищайтесь;In guardia;Em guarda;;;;;;;;;;;;;Out. Now.;Dışarı. Hemen.;Dehors !;¡Fuera he dicho!;ただちに立ち去れ;꺼져라. 지금 당장!;现在给我出去。;現在給我出去。;Raus hier. Sofort.;Вон. Сейчас же.;Fuori. Subito.;Fora daqui. Agora.;;;;;;;;;;;;;
